Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website
Celis Grand Cru;4815;853;5;72;7.5999999046;0;0;0;;A GABF Gold Medal winner for 2007, this Belgian style strong ale, bright and golden colored is brewed with a hint of orange peel and coriander. This balanced, pleasant to drink brew, will sneak up on you. Consume with caution.;0;2010-07-22T16:00:00-04:00;Other Belgian-Style Ales;Belgian and French Ale;Michigan Brewing;1093 Highview Drive;Webberville;Michigan;United States;42.6616,-84.1946;http://www.michiganbrewing.com/
Wrath;4836;858;5;72;8.1999998093;0;0;0;;"WRATH Belgian-style Double IPA is fiercely bitter with notes of spice and earth. Its fury slowly and purposefully unfurls on the tongue, relentlessly bringing on more and more enraged flavor with each sip. 


Wrath wreaks havoc on your taste buds. Anything you drink after this may as well be water.";0;2010-07-22T16:00:00-04:00;Other Belgian-Style Ales;Belgian and French Ale;Midnight Sun Brewing Co.;8111 Dimond Hook Drive;Anchorage;Alaska;United States;61.1473,-149.844;http://www.midnightsunbrewing.com/
Rost;4906;56;3;33;5.0;0;0;0;;Rost (pronounced Roast) is a German word for Amber. Our Amber gets its coppery color from Pilsner. Munich and Caramel malts. Its rich malty sweetness is perfectly balanced by a slight hop finish and creamy head.;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Atwater Block Brewing;237 Joseph Campau Street;Detroit;Michigan;United States;42.3372,-83.0186;http://www.atwaterbeer.com
Horny Toad IPA;5239;876;3;31;7.0999999046;0;0;0;;If you like big, bold, pronounced hop character, then this beer is for you.  One taste and youâ€™ll find yourself right smack in the middle of Hop Head Heaven!  But this beer has more to offer than just hops.  We use tons of the finest malted barley available to balance out this beer.  The result of our efforts is a beer with a magnitude of hop aroma and bite, yet perfectly balanced with a clean, crisp malty flavor.  WARNING: This beer is not intended for the masses that prefer a mild domestic beer,  Itâ€™s big, bold characteristics and 7.1% a.b.v. are not intended for the weak.;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Mogollon Brewing Company;4366 Huntington Dr;Flagstaff;Arizona;United States;35.2156,-111.59;http://www.mogbrew.com/
Heavy Seas The Great Pumpkin Imperial Pumpkin Ale;5589;385;11;123;8.5;0;0;0;;"The secret is in the 2.5 pounds of spice per barrel for this fall brew. We add the pumpkin during the mash at precisely the right time to create just the perfect balance of malt, hops, pumpkin and spice.


estimated ABV 8.5% estimated IBU 25

Malt, Hops, Pumpkin & our Secret Spices";0;2010-07-22T16:00:00-04:00;Pumpkin Beer;Other Style;Clipper City Brewing Co.;4615-B Hollins Ferry Road;Baltimore;Maryland;United States;39.2308,-76.6751;http://www.ccbeer.com/
Alaskan White Ale;5626;17;5;67;5.3000001907;0;0;0;;Alaskan White Ale has a soft, slightly sweet base with the unique spice aroma of coriander and crisp, citrus finish of orange peel. A light and effervescent body combined with the smooth palate creates a complex and delicate beer that is deliciously refreshing in any season.;0;2010-07-22T16:00:00-04:00;Belgian-Style White;Belgian and French Ale;Alaskan Brewing;5429 Shaune Drive;Juneau;Alaska;United States;58.3573,-134.49;http://www.alaskanbeer.com/
Old BullDog Extra Special;5842;1394;3;30;5.8000001907000005;0;0;0;;A hearty extra special beer or basically a pale ale on steroids.  A dark amber beer with a rich blend of  malts.  The base malt is full kilned pale 2-row barley and is combined with full tasting crystal malt.  This beer has a great heavy late hop addition of East Kent Goldings (that cost us our lunch money for weeks...). ALWAYS AVAILABLE or at least we try.;55;2010-07-22T16:00:00-04:00;American-Style Strong Pale Ale;North American Ale;Aviator Brewing Company;209 Technology Park Lane;Fuquay Varina;North Carolina;United States;35.6197,-78.8085;http://www.aviatorbrew.com/
IPA;5889;1412;1;2;3.5;0;0;0;;IPA is one of Cains;455;2011-05-16T23:17:00-04:00;English-Style India Pale Ale;British Ale;Cains;Robert Cain Brewery;Liverpool;Merseyside;United Kingdom;;http://www.cains.co.uk/
Wilderness Wheat;3000;522;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Firehouse Brewing;610 Main Street;Rapid City;South Dakota;United States;44.0812,-103.227;
Hidden River Red Ale;3149;550;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Founders Hill Brewing;;Downers Grove;Illinois;United States;41.8089,-88.0112;
Blackberry;3228;1365;11;116;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Light American Wheat Ale or Lager;Other Style;Wild River Brewing and Pizza - Cave Junction;249 North Redwood Highway;Cave Junction;Oregon;United States;42.1707,-123.645;
Z Lager;3773;545;8;95;0.0;0;0;0;;A unique flavored lager that goes well with any food.  A slight aromatic smoke flavor-but not over-powering.  A very popular beer with its own following wondering where's YOUR Z?;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Fort Collins Brewery;1900-B East Lincoln Avenue;Fort Collins;Colorado;United States;40.5832,-105.042;http://www.fortcollinsbrewery.com
Cream Ale;1061;1169;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;South Shore Brewery;808 West Main Street;Ashland;Wisconsin;United States;46.5872,-90.8921;
Stockyard IPA;1168;78;3;31;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036,-93.1984;
Irish Stout;1270;936;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029,-117.255;
Samuel Adams Utopias MMIV;1368;157;-1;-1;24.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Boston Beer Company;30 Germania Street;Boston;Massachusetts;United States;42.3144,-71.1034;http://www.samueladams.com/
Oktoberfestbier / Oktoberfest Ur-MÃ¤rzen;1547;1176;7;84;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;German-Style Oktoberfest;German Lager;Spaten-Franziskaner-BrÃ¤u;Marsstrae 46-48;MÃ¼nchen;Bayern;Germany;;
Pilsener;1656;747;-1;-1;4.9000000954;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Knig Brauerei;Friedrich-Ebert-Strae 255-263;Duisburg;Nordrhein-Westfalen;Germany;51.5314,6.7418;
Dunkel;1692;804;-1;-1;5.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;LÃ¶wenbrÃ¤u Brauerei;Nymphenburger StraÃŸe 4;MÃ¼nchen;Bayern;Germany;;
South of the Border Light;1867;310;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brown Street Brewery;16 North Brown Street;Rhinelander;Wisconsin;United States;45.638,-89.4127;
Weizen Bock;1934;1268;4;55;10.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Weizenbock;German Ale;Titletown Brewing;200 Dousman Street;Green Bay;Wisconsin;United States;44.52,-88.0173;
Oudbeitje;1959;630;5;70;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Belgian-Style Fruit Lambic;Belgian and French Ale;Hanssens Artisanal;Vroenenbosstraat 15;Dworp;Vlaams Brabant;Belgium;50.729,4.2971;
Broad Axe Stout;165;595;3;42;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Granite City Food & Brewery - Omaha;1001 North 102nd Street;Omaha;Nebraska;United States;41.2672,-96.0714;
India Pale Ale;284;892;3;26;6.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Moylan's Brewery & Restaurant;15 Rowland Way;Novato;California;United States;38.0941,-122.557;http://www.moylans.com/
Old Legover;418;425;-1;-1;4.0999999046;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Daleside Brewery;Camwal Road;Harrogate;North Yorkshire;United Kingdom;53.9999,-1.501;
Blonde;509;74;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Barfer - das kleine Brauhaus;Lautenberg 1;Ulm;Baden-Wrttemberg;Germany;48.3979,9.9899;
NaturtrÃ¼bes Kellerbier;550;877;7;90;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Traditional German-Style Bock;German Lager;Mohrenbrauerei August Huber;Doktor-Waibel-Strae 2;Dornbirn;;Austria;47.4123,9.7443;
Golden;730;475;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Eagle Brewing;625 Fourth Street;Mukilteo;Washington;United States;;
Kentucky Ale;878;28;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Alltech's Lexington Brewing Company;401 Cross Street;Lexington;Kentucky;United States;38.0501,-84.5088;http://www.kentuckyale.com/kentuckyale/Index.html
Summer Lager;984;409;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Crabby Larry's Brewpub Steak & Crab House;237 West Butler Avenue;Chalfont;Pennsylvania;United States;40.2795,-75.2143;http://www.crabbylarrys.com/
Voodoo Vator;4904;56;7;92;9.5;0;0;0;;"This one is black and sweet!  Its malty character is derived from two carmel malts along with Munich malt to create the smoothest high gravity beer this side of the ""pond"".";0;2010-07-22T16:00:00-04:00;German-Style Doppelbock;German Lager;Atwater Block Brewing;237 Joseph Campau Street;Detroit;Michigan;United States;42.3372,-83.0186;http://www.atwaterbeer.com
Armageddon Grand Cru;4911;463;5;72;11.600000381000001;0;0;0;;"Grand Crus are traditionally known as ""The best beer that a brewery makes."" This Belgian-style quad lives up to that name and then some. Available once a year, in May to celebrate our Anniversary.";0;2010-07-22T16:00:00-04:00;Other Belgian-Style Ales;Belgian and French Ale;Dragonmead Microbrewery;14600 East Eleven Mile Road;Warren;Michigan;United States;42.493,-82.9753;
Darkness;5118;1221;3;43;10.300000191;0;0;0;;This Russian Imperial Stout is a sipper. Problem is that you want to sip it all night. Look for this one to be released when the leaves change color and Halloween is approaching. Brewed with a blend of 8 different malts, oats and candi sugar. This huge stout reflects Surly's commitment to brewing intensely flavored beers in small batches. Only 25 barrels of this beer were brewed.;0;2010-07-22T16:00:00-04:00;American-Style Imperial Stout;North American Ale;Surly Brewing;4811 Dusharme Drive;Brooklyn Center;Minnesota;United States;45.0429,-93.3246;http://www.surlybrewing.com/
Old Brown Dog Ale;5158;1160;3;38;5.9000000954;0;0;0;;"Old Brown Dog has been cited as a classic example of the â€œAmerican Brown Aleâ€ style of beer. Compared to a typical English Brown Ale, Old Brown Dog is fuller-bodied and more strongly hopped.


Old Brown Dog has been around for many years. It was first brewed in 1988 at the Northampton Brewery. In 1989 it won a silver medal in its category (American Brown Ale) at the Great American Beer Festival in Denver.";0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Smuttynose Brewing Co.;225 Heritage Ave;Portsmouth;New Hampshire;United States;43.0325,-70.7948;http://www.smuttynose.com/
Claymore Scotch Ale;5191;604;1;15;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Scotch Ale;British Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539,-104.989;http://www.greatdivide.com/
Long Island Potato Stout;5258;1245;3;42;3.9000000954000003;0;0;0;;"Brewed with real mashed Long Island Potatoes (or is it ""Potatos""?) in the mash - hence, ""twice mashed.";;;American-Style Stout;North American Ale;The Blind Bat Brewery LLC;420 Harrison Drive;Centerport;New York;United States;40.8959,-73.3811;http://www.blindbatbrewery.com/
Flywheel Bright Lager;5319;851;8;95;5.0;0;0;0;;"The kinetic beauty of spicy hops grabs you by the nose and lets you know: this is German-inspired beer. A mild, bready malt sweetness greets you at the lips, smoothing the crisp hop flavors. Flywheel is meant for bombastic celebrations of singing voices and clamoring mugs. But then, that first contented moment of happy hour is uniquely celebratory as well.


Flywheel Bright Lager goes great with hot dogs, guitar jams, stir fry, bowling, taco salad, house warmings, baked potatoes, Saturday morning cartoons, tequila, gouda cheese, karaoke, bagel & schmear, Euchre, fresh berries, asparagus, 16-inch softball, sushi, darts, Pad Thai, family reunions, pb&j, flan, romantic weekend getaways, garlic bread, pay raises, nachos, baby showers, fondue, and Frisbee golf.";0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Metropolitan Brewing;5121 N Ravenswood Ave,;Chicago;Illinois;United States;41.975,-87.674;http://www.metrobrewing.com/
Cousin Jax;5361;1250;3;32;9.0;0;0;0;;"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called ""Cousin Jack"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Malt, double the Amarillo hops-a perfect way to end any day. Everyones' favorite cousin! Also available barrel aged.";0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;The Livery;190 5th Street;Benton Harbor;Michigan;United States;42.1185,-86.4537;http://liverybrew.com/
13th Anniversary Ale;5595;1204;3;30;9.5;0;0;0;;Stone 13th Anniversary Ale pours brilliant deep red with a light tan foam. Up front, the aroma is all piney, resinous and citrus hops. Upon tasting, the hops are still on the front, and they are balanced with the malty, toffee like flavors contributed from the blend of crystal and amber malts used in the brewhouse. The finish is deliciously bitter, with a touch of warmth provided by the 9.5% alcohol. Bitterness comes in at 90+ IBU.;0;2010-07-22T16:00:00-04:00;American-Style Strong Pale Ale;North American Ale;Stone Brewing Co.;1999 Citracado Parkway;Escondido;California;United States;33.1157,-117.12;http://www.stonebrew.com/
The Angel's Share - Bourbon Barrel Aged;5818;1251;3;30;12.5;0;0;0;;"own in Kentucky and across the pond in Scotland, distillers who age their whiskeys for many years refer to the evaporation of the spirits from their barrels as ""The Angel's Share."" We couldnâ€™t agree more. Each time a barrel is filled, a measure of liquid seeps into the oak and is lost for good.


This striking Strong Ale is brewed with copious amounts of Caramel malt to emphasize the vanilla and oak flavors found in freshly emptied bourbon or brandy barrels. The beer spends a year in oak before it is packaged for release. The beer is 12.5% ABV and is available in 375ml and 750ml bottles and on draft at inspired locations.";0;2010-07-22T16:00:00-04:00;American-Style Strong Pale Ale;North American Ale;The Lost Abbey;155 Mata Way Suite 104;San Marcos;California;United States;33.1406,-117.15;http://www.lostabbey.com/
Sly Rye Porter;4458;1391;2;25;5.6999998093;0;0;0;;"A rich, chocolaty English Porter with a clean finish. We use the finest floor-malted Maris Otter malts from England, the same malts used for the best single-malt scotch. A portion of malted rye gives a spicy, slightly dry finish.


Food Pairings: The rich, chocolate notes pair well with the carmelized surface of steaks, pork tenderloins and lamb, but save this beer for dessert if youâ€™re having chocolate or crÃ¨me brulÃ©e.


OG: 14.40 Plato

FG: 3.8 Plato

IBUs: 28

SRM: 29

5.7% abv";0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Yazoo Brewing;910 Division St;Nashville;Tennessee;United States;36.151,-86.7821;http://www.yazoobrew.com
Pale Ale;4459;1391;3;26;5.8000001907000005;0;0;0;;"A new version of an American classic.

Our Yazoo Pale Ale bursts with spicy, citrusy hop aroma and flavor, coming from the newly discovered Amarillo hop. The wonderful hop aroma is balanced nicely with a toasty malt body, ending with a cleansing hop finish. Made with English Pale, Munich, Vienna, and Crystal malts, and generously hopped with Amarillo, Perle, and Cascade hops. Fermented with our English ale yeast.


Food Pairings: The bracing bitterness of this beer can hold its own with spicy foods, while helping to cleanse the palate after rich, creamy dishes. The citrus hop flavors go exceptionally well with any dishes using cilantro, such as Mexican salsas.


OG: 14.0 Plato

FG: 3.3 Plato

IBUs: 55

SRM: 6

5.8% abv";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Yazoo Brewing;910 Division St;Nashville;Tennessee;United States;36.151,-86.7821;http://www.yazoobrew.com
Spring Fling;4739;144;3;26;6.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Blue Point Brewing;161 River Avenue;Patchogue;New York;United States;40.7591,-73.0215;http://www.bluepointbrewing.com/
Red Toad Amber Ale;3043;142;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Blue Cat Brew Pub;113 18th Street;Rock Island;Illinois;United States;41.5118,-90.5746;
Stonecutter Stout;3051;1036;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Raccoon River Brewing;200 North Tenth Street;Des Moines;Iowa;United States;41.5841,-93.6296;
Sly Fox Christmas Ale;3237;1158;11;141;6.5;0;0;0;;This malty, full-bodied red ale is made with traditional mulling spices: Ginger, Clove, All Spice, Cinnamon & Nutmeg. If this one doesn't get you into the Christmas spirit, you truly are a Scrooge.;0;2010-07-22T16:00:00-04:00;Winter Warmer;Other Style;Sly Fox Brewhouse and Eatery - Royersford;312 North Lewis Road;Royersford;Pennsylvania;United States;40.1943,-75.534;http://www.slyfoxbeer.com/index1.asp
Edomae;3343;50;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Asahi Breweries;23-1 Azumabashi 1-chome;Tokyo;Kanto;Japan;;
Pegasus Pilsner;3422;1118;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Schooner Brewery;;Dallas;Texas;United States;32.803,-96.7699;
Barking Fish Porter;3632;1300;2;25;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;TwoRows Restaurant & Brewery - Dallas;5500 Greenville Avenue #1300;Dallas;Texas;United States;32.8545,-96.7687;
Ã–stgÃ¶ta BlÃ¥bÃ¤rs;3695;918;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Nordsj Grdsbryggeri;;Motala;;Sweden;58.5366,15.0373;
Insanity;3935;1352;3;35;11.100000381;0;0;0;;"Insanity, just released this past November, 2004, is Weyerbacher's latest creation in the world of cutting edge beers. Insanity is made by aging our perfectly balanced Blithering Idiot Barleywine in  oak bourbon casks. This incredible combination creates a melange of flavors such as malt, dates, oak, vanilla, and bourbon just to name a few.


  Insanity is 11.1% ABV. It is best enjoyed in a brandy snifter and served at 45-50 degrees F.";0;2010-07-22T16:00:00-04:00;American-Style Barley Wine Ale;North American Ale;Weyerbacher Brewing Company;905 Line Street;Easton;Pennsylvania;United States;40.6732,-75.2249;http://www.weyerbacher.com/
Genuine Pilsner;3999;4;7;77;5.5;0;0;0;;"The Aass Genuine Pilsner is a premium ""lager"" produced in accordance with the ""Purity law"". The malted barely is a pilsnermalt produced in the Sandinavian countries. We use the very best of hops known under the name as Sazer and Hallertau, and the liquid is pure Norwegian mountain water.


The pilsner is largered at cool temperatures, and it is allowed to mature for as long at 3 months before bottling. 


The beer is sold in a caracteristic nice- looking green bottel containing 11.2 fl. oz or 330 ml.";0;2010-07-22T16:00:00-04:00;German-Style Pilsener;German Lager;Aass Brewery;Ole Steensgt. 10 Postboks 1530;Drammen;;Norway;59.7451,10.2135;http://www.aass.no
Single Chair Ale;4158;812;3;26;5.0;0;0;0;;"A Commemmorative Brew Single Chair celebrating the uniqueness of the Mad River Glen Cooperative Ski Area in Vermont. 


Medium bodied & ideally balanced for all tastes, Single Chair Ale's tempting light golden color, heady aroma & smooth liquid go down effortlessly and often!";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Magic Hat;5 Bartlett Bay Road;South Burlington;Vermont;United States;44.4284,-73.2131;http://www.magichat.net/
Spiced Pumpkin Ale;4228;1255;11;123;5.0;0;0;0;;Brewed with summer's harvest of pumpkin, squash, honey, ginger, and love of great beers.;0;2010-07-22T16:00:00-04:00;Pumpkin Beer;Other Style;Thirsty Dog Brewing;529 Grant St. Suite B;Akron;Ohio;United States;41.0689,-81.5172;http://www.thirstydog.com
BeckÂ´s;4408;95;7;77;4.5;0;0;0;;German Pilsner beer, with quite a bit of hops taste.;0;2010-07-22T16:00:00-04:00;German-Style Pilsener;German Lager;Beck's;;;;Germany;;http://www.becks.de/
Alexander;2324;291;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brouwerij Rodenbach;Spanjestraat 133-141;Roeselare;West-Vlaanderen;Belgium;50.9462,3.1362;
Imperial Sasquatch;2341;1362;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Wild Duck Brewing;;Eugene;Oregon;United States;44.0521,-123.087;
Honey Lager Light;2577;1340;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Water Street Lake Country;3191 Golf Road;Delafield;Wisconsin;United States;43.0525,-88.3663;
Big Bad Dog Old English Ale;2699;142;1;13;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Old Ale;British Ale;Blue Cat Brew Pub;113 18th Street;Rock Island;Illinois;United States;41.5118,-90.5746;
Pale Rider;2713;356;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Celis Brewery;;Austin;Texas;United States;30.2672,-97.7431;
Old Kentucky Stout;2805;602;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Great Dane Pub and Brewing #1;123 East Doty Street;Madison;Wisconsin;United States;43.0745,-89.3802;
Hefeweizen;2873;708;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Jacob Leinenkugel Brewing Company;1 Jefferson Avenue;Chippewa Falls;Wisconsin;United States;44.9449,-91.3968;http://www.leinie.com/welcome.html
Dunkel;2905;56;8;95;5.1999998093;0;0;0;;"Our malty, sweet dark lager is a hometown favorite. Our Dunkel is packed with subtle roasted malt flavors without the excessive bitterness and heaviness of many dark beers and has a balanced hop finish.


GABF Gold Winner";0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Atwater Block Brewing;237 Joseph Campau Street;Detroit;Michigan;United States;42.3372,-83.0186;http://www.atwaterbeer.com
Michelob Amber Bock;4385;44;8;95;5.1999998093;0;0;0;;"""Michelob AmerBock is American-style bock beer with a rich, malty and smooth taste that is hearty and full-bodied, yet finishes cleanly. Anheuser-Busch introduced this premium-plus beer nationally in 1995.";0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Anheuser-Busch;One Busch Place;Saint Louis;Missouri;United States;38.5983,-90.209;http://www.anheuser-busch.com/
Hite;4820;660;8;95;4.5;0;0;0;;Hite lager is golden in colour and is styled upon traditional European and American lagers.;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Hite Brewery;;Seoul;;Korea, Republic of;37.5665,126.978;
Herb Superb;5367;1250;1;2;6.0;0;0;0;;This India Pale Ale is brewed with English Maris Otter pale malt and Chocolate malt, giving it a dark color and is generously hopped with English Fuggles hops. Named for mug club member and brewery supporter Herb Caldwell.;0;2010-07-22T16:00:00-04:00;English-Style India Pale Ale;British Ale;The Livery;190 5th Street;Benton Harbor;Michigan;United States;42.1185,-86.4537;http://liverybrew.com/
Atomic Raygun Imperial Red;5433;1182;3;33;8.3000001907;0;0;0;;We welcome the latest release Atomic Raygun Imperial Red! Brewed with Pilsner, Chocolate and Caramel malts but well balanced with Columbus and Centennial Hops and coming in at 90 IBU's.  The Octane level on this one is coming in at 8.3!;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Spring House Brewing Company;2519 Main St.;Conestoga;Pennsylvania;United States;39.9525,-76.3295;http://www.springhousebeer.com/
(512) Pecan Porter;5738;1;2;25;6.8000001907000005;0;0;0;;Nearly black in color, (512) Pecan Porter is made with Organic US 2-row and Crystal malts along with Bairdâ€™s Chocolate and Black malts. Its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. Yet another true Austin original!;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;(512) Brewing Company;407 Radam, F200;Austin;Texas;United States;30.2234,-97.7697;http://512brewing.com/
Peak One Porter;1130;64;2;25;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Backcountry Brewery;720 Main Street;Frisco;Colorado;United States;39.5765,-106.094;
Dark Wheat;1442;1263;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966,-99.0815;
Pioneer Pale Ale (discontinued);1448;590;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295,-97.3623;
Racer 5 IPA;1553;94;3;31;7.0;0;0;0;;This is a hoppy IPA. Did I say hops? Your brewer is a hop head! This is a full bodied beer using American grains. The goal was to create a base for showing off the unique floral qualities of two Pacific Northwest hops, Columbus and Cascade. Columbus is a new hybrid High Alpha Acid hop used mostly for bittering, but used heavily as an aromatic in this strong brew. Cascade is the balance that ties the malt and bittering hops together. It is a true specialty ale and is our brewer's statement on this style.;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Bear Republic Brewery;345 Healdsburg Avenue;Healdsburg;California;United States;38.6112,-122.871;http://www.bearrepublic.com/
English ESB;1960;1268;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Titletown Brewing;200 Dousman Street;Green Bay;Wisconsin;United States;44.52,-88.0173;
Golden Gate Amber Ale;1986;582;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Golden Pacific Brewing;;Berkeley;California;United States;37.8716,-122.273;
Ironman Wheat;2114;1171;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Southend Brewery and Smokehouse - Charleston;161 East Bay Street;Charleston;South Carolina;United States;32.7785,-79.9273;
Lawnmower Pale Ale;2159;258;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Broad Ripple Brewing;842 East 65th Street;Indianapolis;Indiana;United States;39.8735,-86.1427;
Dingle Dubbel;2205;591;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Govnor's Public House;220 North Randall Road;Lake In The Hills;Illinois;United States;42.1779,-88.3377;
Conquest Ale;2337;572;1;13;9.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Old Ale;British Ale;George Gale & Company;;Portsmouth;Hampshire;United Kingdom;50.7989,-1.0912;
Amber Daze;2496;644;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Heavenly Daze Brewery and Grill;;Denver;Colorado;United States;39.7392,-104.985;
Stone Teepee Pale Ale;2638;1301;3;26;5.75;0;0;0;;"The legend of Tyranena began 3,000 years ago, with a group of pyramids and effigy mounds constructed in a remote valley formed by a vast, slow-moving glacier.  


Today, these ancient ""stone tepees"" lie 60 feet below the surface of Rock Lake in Jefferson County, Wisconsin.  No one is certain how or why they were built, but many have speculated on their origin, purpose and the people who built them.  


We invite you to develop your own theories on the legend and mystery of Tyranena while enjoying a Stone Tepee Pale Ale.


 Stone Tepee Pale Ale is brewed in the tradition of an American pale ale.  This beer celebrates the American hop, with its characteristic bitterness, flavor and aroma.";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Tyranena Brewing;1025 Owen Street;Lake Mills;Wisconsin;United States;43.0862,-88.8967;http://www.tyranena.com
KÃ¶lsch;2904;56;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Atwater Block Brewing;237 Joseph Campau Street;Detroit;Michigan;United States;42.3372,-83.0186;http://www.atwaterbeer.com
